Municipality,Ward,VotingDistrict,VotingStationName,RegisteredVoters,SpoiltVotes,TotalValidVotes,PartyName,BallotType
EKU,Ward 79700098,33080138,LUCKY MKHWANAZI CLINIC,2883,24,554,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700098,33080138,LUCKY MKHWANAZI CLINIC,2883,24,190,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700098,33080138,LUCKY MKHWANAZI CLINIC,2883,24,127,ACTIONSA,Ward
EKU,Ward 79700098,33080149,NN NDEBELE PRIMARY SCHOOL,2007,16,468,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700098,33080149,NN NDEBELE PRIMARY SCHOOL,2007,16,364,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700098,33080149,NN NDEBELE PRIMARY SCHOOL,2007,16,125,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700098,33080149,NN NDEBELE PRIMARY SCHOOL,2007,16,83,ACTIONSA,Ward
EKU,Ward 79700098,33080172,IPHAHAMISENG PRIMARY SCHOOL,2024,18,521,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700098,33080172,IPHAHAMISENG PRIMARY SCHOOL,2024,18,405,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700098,33080172,IPHAHAMISENG PRIMARY SCHOOL,2024,18,139,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700098,33080172,IPHAHAMISENG PRIMARY SCHOOL,2024,18,93,ACTIONSA,Ward
EKU,Ward 79700099,33020301,WINDMILL PARK PRIMARY SCHOOL,5717,41,1204,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700099,33020301,WINDMILL PARK PRIMARY SCHOOL,5717,41,936,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700099,33020301,WINDMILL PARK PRIMARY SCHOOL,5717,41,321,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700099,33020301,WINDMILL PARK PRIMARY SCHOOL,5717,41,214,ACTIONSA,Ward
EKU,Ward 79700099,33020604,VACANT SITE ULUNDI TAXI RANK,4268,37,1101,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700099,33020604,VACANT SITE ULUNDI TAXI RANK,4268,37,856,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700099,33020604,VACANT SITE ULUNDI TAXI RANK,4268,37,294,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700099,33020604,VACANT SITE ULUNDI TAXI RANK,4268,37,196,ACTIONSA,Ward
EKU,Ward 79700099,33020693,THULASIZWE PRIMARY SCHO0L,1643,13,384,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700099,33020693,THULASIZWE PRIMARY SCHO0L,1643,13,299,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700099,33020693,THULASIZWE PRIMARY SCHO0L,1643,13,102,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700099,33020693,THULASIZWE PRIMARY SCHO0L,1643,13,68,ACTIONSA,Ward
EKU,Ward 79700100,32890147,MORITING PARK MUNICIPAL PROPERTY,2949,19,569,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700100,32890147,MORITING PARK MUNICIPAL PROPERTY,2949,19,443,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700100,32890147,MORITING PARK MUNICIPAL PROPERTY,2949,19,152,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700100,32890147,MORITING PARK MUNICIPAL PROPERTY,2949,19,101,ACTIONSA,Ward
EKU,Ward 79700100,32890170,SETHOKGA HOSTEL HALL,4513,24,704,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700100,32890170,SETHOKGA HOSTEL HALL,4513,24,547,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700100,32890170,SETHOKGA HOSTEL HALL,4513,24,188,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700100,32890170,SETHOKGA HOSTEL HALL,4513,24,125,ACTIONSA,Ward
EKU,Ward 79700100,32890181,SETHOKGA HOSTEL PARK,3284,20,586,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700100,32890181,SETHOKGA HOSTEL PARK,3284,20,456,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700100,32890181,SETHOKGA HOSTEL PARK,3284,20,156,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700100,32890181,SETHOKGA HOSTEL PARK,3284,20,104,ACTIONSA,Ward
EKU,Ward 79700101,33060136,BAPTIST COMMUNITY  CHURCH,2908,23,666,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700101,33060136,BAPTIST COMMUNITY  CHURCH,2908,23,518,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700101,33060136,BAPTIST COMMUNITY  CHURCH,2908,23,177,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700101,33060136,BAPTIST COMMUNITY  CHURCH,2908,23,118,ACTIONSA,Ward
EKU,Ward 79700101,33060147,OLD APOSTOLIC CHURCH,1737,15,453,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700101,33060147,OLD APOSTOLIC CHURCH,1737,15,352,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700101,33060147,OLD APOSTOLIC CHURCH,1737,15,121,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700101,33060147,OLD APOSTOLIC CHURCH,1737,15,80,ACTIONSA,Ward
EKU,Ward 79700101,33060169,CHIVIRIKANI PRIMARY SCHOOL,3273,28,827,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700101,33060169,CHIVIRIKANI PRIMARY SCHOOL,3273,28,643,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700101,33060169,CHIVIRIKANI PRIMARY SCHOOL,3273,28,220,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700101,33060169,CHIVIRIKANI PRIMARY SCHOOL,3273,28,147,ACTIONSA,Ward
EKU,Ward 79700102,32890754,A MAPHETHO PRIMARY SCHOOL,3219,25,748,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700102,32890754,A MAPHETHO PRIMARY SCHOOL,3219,25,582,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700102,32890754,A MAPHETHO PRIMARY SCHOOL,3219,25,199,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700102,32890754,A MAPHETHO PRIMARY SCHOOL,3219,25,133,ACTIONSA,Ward
EKU,Ward 79700102,32910072,APOSTOLIC SAVES GOSPEL CHURH,2572,12,368,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700102,32910072,APOSTOLIC SAVES GOSPEL CHURH,2572,12,286,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700102,32910072,APOSTOLIC SAVES GOSPEL CHURH,2572,12,98,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700102,32910072,APOSTOLIC SAVES GOSPEL CHURH,2572,12,65,ACTIONSA,Ward
EKU,Ward 79700102,32910263,MPUMELELO PRIMARY SCHOOL,4988,28,814,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700102,32910263,MPUMELELO PRIMARY SCHOOL,4988,28,633,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700102,32910263,MPUMELELO PRIMARY SCHOOL,4988,28,217,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700102,32910263,MPUMELELO PRIMARY SCHOOL,4988,28,145,ACTIONSA,Ward
EKU,Ward 79700103,33000039,NQUBELA PRIMARY SCHOOL,3549,32,943,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700103,33000039,NQUBELA PRIMARY SCHOOL,3549,32,734,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700103,33000039,NQUBELA PRIMARY SCHOOL,3549,32,252,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700103,33000039,NQUBELA PRIMARY SCHOOL,3549,32,168,ACTIONSA,Ward
EKU,Ward 79700103,33060158,PALM RIDGE COMMUNITY HALL,5372,40,1174,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700103,33060158,PALM RIDGE COMMUNITY HALL,5372,40,913,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700103,33060158,PALM RIDGE COMMUNITY HALL,5372,40,313,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700103,33060158,PALM RIDGE COMMUNITY HALL,5372,40,209,ACTIONSA,Ward
EKU,Ward 79700103,33061104,KWENELE REGIONAL PARK,2272,23,674,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700103,33061104,KWENELE REGIONAL PARK,2272,23,524,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700103,33061104,KWENELE REGIONAL PARK,2272,23,180,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700103,33061104,KWENELE REGIONAL PARK,2272,23,120,ACTIONSA,Ward
EKU,Ward 79700104,32890530,MOOIFONTEIN LAERSKOOL,4136,42,1245,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700104,32890530,MOOIFONTEIN LAERSKOOL,4136,42,968,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700104,32890530,MOOIFONTEIN LAERSKOOL,4136,42,332,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700104,32890530,MOOIFONTEIN LAERSKOOL,4136,42,221,ACTIONSA,Ward
EKU,Ward 79700104,32890541,WESTSIDE PRIMARY SCHOOL,3948,35,1039,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700104,32890541,WESTSIDE PRIMARY SCHOOL,3948,35,808,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700104,32890541,WESTSIDE PRIMARY SCHOOL,3948,35,277,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700104,32890541,WESTSIDE PRIMARY SCHOOL,3948,35,185,ACTIONSA,Ward
EKU,Ward 79700104,32890563,EDLEEN PRIMARY SCHOOL,2877,27,809,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700104,32890563,EDLEEN PRIMARY SCHOOL,2877,27,629,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700104,32890563,EDLEEN PRIMARY SCHOOL,2877,27,216,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700104,32890563,EDLEEN PRIMARY SCHOOL,2877,27,144,ACTIONSA,Ward
EKU,Ward 79700105,33030054,HOUSE OF REVIVAL CHURCH,908,7,199,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700105,33030054,HOUSE OF REVIVAL CHURCH,908,7,155,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700105,33030054,HOUSE OF REVIVAL CHURCH,908,7,53,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700105,33030054,HOUSE OF REVIVAL CHURCH,908,7,35,ACTIONSA,Ward
EKU,Ward 79700105,33030076,DIE AREND PRIMARY SCHOOL,1478,13,397,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700105,33030076,DIE AREND PRIMARY SCHOOL,1478,13,309,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700105,33030076,DIE AREND PRIMARY SCHOOL,1478,13,106,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700105,33030076,DIE AREND PRIMARY SCHOOL,1478,13,71,ACTIONSA,Ward
EKU,Ward 79700105,33030087,DALVIEW PRIMARY SCHOOL,3953,43,1257,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700105,33030087,DALVIEW PRIMARY SCHOOL,3953,43,978,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700105,33030087,DALVIEW PRIMARY SCHOOL,3953,43,335,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700105,33030087,DALVIEW PRIMARY SCHOOL,3953,43,224,ACTIONSA,Ward
EKU,Ward 79700106,33000253,TENT (INFO KIOSK),6250,67,1987,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700106,33000253,TENT (INFO KIOSK),6250,67,1545,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700106,33000253,TENT (INFO KIOSK),6250,67,530,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700106,33000253,TENT (INFO KIOSK),6250,67,353,ACTIONSA,Ward
EKU,Ward 79700106,33000286,ALBERTON HIGH SCHOOL,3710,41,1206,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700106,33000286,ALBERTON HIGH SCHOOL,3710,41,938,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700106,33000286,ALBERTON HIGH SCHOOL,3710,41,322,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700106,33000286,ALBERTON HIGH SCHOOL,3710,41,214,ACTIONSA,Ward
EKU,Ward 79700106,33000297,ALBERTON LIBRARY AUDITORIUM,3802,40,1193,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700106,33000297,ALBERTON LIBRARY AUDITORIUM,3802,40,928,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700106,33000297,ALBERTON LIBRARY AUDITORIUM,3802,40,318,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700106,33000297,ALBERTON LIBRARY AUDITORIUM,3802,40,212,ACTIONSA,Ward
EKU,Ward 79700107,33020031,NAGENG PRIMARY SCHOOL,2375,21,609,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700107,33020031,NAGENG PRIMARY SCHOOL,2375,21,474,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700107,33020031,NAGENG PRIMARY SCHOOL,2375,21,162,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700107,33020031,NAGENG PRIMARY SCHOOL,2375,21,108,ACTIONSA,Ward
EKU,Ward 79700107,33020671,NEW LIFE BIBLE CHRISTIAN CHURCH,1540,14,417,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700107,33020671,NEW LIFE BIBLE CHRISTIAN CHURCH,1540,14,324,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700107,33020671,NEW LIFE BIBLE CHRISTIAN CHURCH,1540,14,111,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700107,33020671,NEW LIFE BIBLE CHRISTIAN CHURCH,1540,14,74,ACTIONSA,Ward
EKU,Ward 79700107,33020750,TSWELOPELE CLINIC,1095,11,329,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700107,33020750,TSWELOPELE CLINIC,1095,11,256,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700107,33020750,TSWELOPELE CLINIC,1095,11,88,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700107,33020750,TSWELOPELE CLINIC,1095,11,59,ACTIONSA,Ward
EKU,Ward 79700108,33060079,KATLEHONG SOUTH SECONDARY SCHOOL,2645,21,614,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700108,33060079,KATLEHONG SOUTH SECONDARY SCHOOL,2645,21,478,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700108,33060079,KATLEHONG SOUTH SECONDARY SCHOOL,2645,21,164,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700108,33060079,KATLEHONG SOUTH SECONDARY SCHOOL,2645,21,109,ACTIONSA,Ward
EKU,Ward 79700108,33060080,KATLEHONG SOUTH PRIMARY SCHOOL,4360,37,1100,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700108,33060080,KATLEHONG SOUTH PRIMARY SCHOOL,4360,37,855,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700108,33060080,KATLEHONG SOUTH PRIMARY SCHOOL,4360,37,293,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700108,33060080,KATLEHONG SOUTH PRIMARY SCHOOL,4360,37,196,ACTIONSA,Ward
EKU,Ward 79700108,33060091,ETHOPIA INTERNATIONAL CHURCH OF SOUTH AFRICA,2249,20,596,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700108,33060091,ETHOPIA INTERNATIONAL CHURCH OF SOUTH AFRICA,2249,20,464,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700108,33060091,ETHOPIA INTERNATIONAL CHURCH OF SOUTH AFRICA,2249,20,159,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700108,33060091,ETHOPIA INTERNATIONAL CHURCH OF SOUTH AFRICA,2249,20,106,ACTIONSA,Ward
EKU,Ward 79700109,33010186,WJ MPENGESI PRIMARY SCHOOL,2296,21,616,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700109,33010186,WJ MPENGESI PRIMARY SCHOOL,2296,21,479,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700109,33010186,WJ MPENGESI PRIMARY SCHOOL,2296,21,164,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700109,33010186,WJ MPENGESI PRIMARY SCHOOL,2296,21,110,ACTIONSA,Ward
EKU,Ward 79700109,33010197,TENT (EXT 7 SOCCER FIELD),1566,16,464,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700109,33010197,TENT (EXT 7 SOCCER FIELD),1566,16,361,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700109,33010197,TENT (EXT 7 SOCCER FIELD),1566,16,124,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700109,33010197,TENT (EXT 7 SOCCER FIELD),1566,16,83,ACTIONSA,Ward
EKU,Ward 79700109,33010210,QUANTUM SECONDARY SCHOOL,1539,14,419,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700109,33010210,QUANTUM SECONDARY SCHOOL,1539,14,326,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700109,33010210,QUANTUM SECONDARY SCHOOL,1539,14,112,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700109,33010210,QUANTUM SECONDARY SCHOOL,1539,14,74,ACTIONSA,Ward
EKU,Ward 79700110,33010489,BAFO CHICO PRIMARY SCHOOL,2146,16,486,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700110,33010489,BAFO CHICO PRIMARY SCHOOL,2146,16,378,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700110,33010489,BAFO CHICO PRIMARY SCHOOL,2146,16,130,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700110,33010489,BAFO CHICO PRIMARY SCHOOL,2146,16,86,ACTIONSA,Ward
EKU,Ward 79700110,33010502,SOZIZWE PRIMARY SCHOOL,1640,13,394,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700110,33010502,SOZIZWE PRIMARY SCHOOL,1640,13,306,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700110,33010502,SOZIZWE PRIMARY SCHOOL,1640,13,105,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700110,33010502,SOZIZWE PRIMARY SCHOOL,1640,13,70,ACTIONSA,Ward
EKU,Ward 79700110,33010513,UNITY SECONDARY SCHOOL,2769,23,678,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700110,33010513,UNITY SECONDARY SCHOOL,2769,23,527,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700110,33010513,UNITY SECONDARY SCHOOL,2769,23,181,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700110,33010513,UNITY SECONDARY SCHOOL,2769,23,120,ACTIONSA,Ward
EKU,Ward 79700111,33030559,THE METHODIST CHURCH OF SOUTHERN AFRICA,1091,11,315,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700111,33030559,THE METHODIST CHURCH OF SOUTHERN AFRICA,1091,11,245,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700111,33030559,THE METHODIST CHURCH OF SOUTHERN AFRICA,1091,11,84,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700111,33030559,THE METHODIST CHURCH OF SOUTHERN AFRICA,1091,11,56,ACTIONSA,Ward
EKU,Ward 79700111,33030616,HOUSE OF RESTORATION CHURCH,1127,11,335,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700111,33030616,HOUSE OF RESTORATION CHURCH,1127,11,260,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700111,33030616,HOUSE OF RESTORATION CHURCH,1127,11,89,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700111,33030616,HOUSE OF RESTORATION CHURCH,1127,11,60,ACTIONSA,Ward
EKU,Ward 79700111,33080228,DUNNOTTAR PRIMARY SCHOOL,3150,28,831,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700111,33080228,DUNNOTTAR PRIMARY SCHOOL,3150,28,646,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700111,33080228,DUNNOTTAR PRIMARY SCHOOL,3150,28,222,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700111,33080228,DUNNOTTAR PRIMARY SCHOOL,3150,28,148,ACTIONSA,Ward
EKU,Ward 79700112,33030065,TWELVE APOSTLE CHURCH OF AFRICA,3001,24,711,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700112,33030065,TWELVE APOSTLE CHURCH OF AFRICA,3001,24,553,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700112,33030065,TWELVE APOSTLE CHURCH OF AFRICA,3001,24,190,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700112,33030065,TWELVE APOSTLE CHURCH OF AFRICA,3001,24,126,ACTIONSA,Ward
EKU,Ward 79700112,33030290,PHUMLANI PRIMARY SCHOOL,1743,15,455,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700112,33030290,PHUMLANI PRIMARY SCHOOL,1743,15,354,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700112,33030290,PHUMLANI PRIMARY SCHOOL,1743,15,121,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700112,33030290,PHUMLANI PRIMARY SCHOOL,1743,15,81,ACTIONSA,Ward
EKU,Ward 79700112,33030380,BUHLEBEMFUNDO SECONDARY SCHOOL,2818,23,671,AFRICAN NATIONAL CONGRESS,Ward
EKU,Ward 79700112,33030380,BUHLEBEMFUNDO SECONDARY SCHOOL,2818,23,522,DEMOCRATIC ALLIANCE,Ward
EKU,Ward 79700112,33030380,BUHLEBEMFUNDO SECONDARY SCHOOL,2818,23,179,ECONOMIC FREEDOM FIGHTERS,Ward
EKU,Ward 79700112,33030380,BUHLEBEMFUNDO SECONDARY SCHOOL,2818,23,119,ACTIONSA,Ward
JHB,Ward 79800001,32860728,THE VICTORIOUS RESTORATION CHURCH INTERNATIONAL,3554,15,438,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800001,32860728,THE VICTORIOUS RESTORATION CHURCH INTERNATIONAL,3554,15,341,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800001,32860728,THE VICTORIOUS RESTORATION CHURCH INTERNATIONAL,3554,15,117,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800001,32860728,THE VICTORIOUS RESTORATION CHURCH INTERNATIONAL,3554,15,78,ACTIONSA,Ward
JHB,Ward 79800001,32860896,TSHEPANA PRIMARY SCHOOL,1398,8,234,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800001,32860896,TSHEPANA PRIMARY SCHOOL,1398,8,182,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800001,32860896,TSHEPANA PRIMARY SCHOOL,1398,8,62,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800001,32860896,TSHEPANA PRIMARY SCHOOL,1398,8,42,ACTIONSA,Ward
JHB,Ward 79800001,32860919,THAMSANQA SECONDARY SCHOOL,2330,20,606,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800001,32860919,THAMSANQA SECONDARY SCHOOL,2330,20,471,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800001,32860919,THAMSANQA SECONDARY SCHOOL,2330,20,162,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800001,32860919,THAMSANQA SECONDARY SCHOOL,2330,20,108,ACTIONSA,Ward
JHB,Ward 79800002,32861011,QOQA SECONDARY SCHOOL,1914,11,335,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800002,32861011,QOQA SECONDARY SCHOOL,1914,11,261,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800002,32861011,QOQA SECONDARY SCHOOL,1914,11,89,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800002,32861011,QOQA SECONDARY SCHOOL,1914,11,60,ACTIONSA,Ward
JHB,Ward 79800002,32861033,TENT ORANGE FARM EXT 1 NEXT TO NAMBITHA,1402,6,182,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800002,32861033,TENT ORANGE FARM EXT 1 NEXT TO NAMBITHA,1402,6,141,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800002,32861033,TENT ORANGE FARM EXT 1 NEXT TO NAMBITHA,1402,6,48,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800002,32861033,TENT ORANGE FARM EXT 1 NEXT TO NAMBITHA,1402,6,32,ACTIONSA,Ward
JHB,Ward 79800002,32862359,LANGALIBALELE PRIMARY SCHOOL,2701,14,412,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800002,32862359,LANGALIBALELE PRIMARY SCHOOL,2701,14,321,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800002,32862359,LANGALIBALELE PRIMARY SCHOOL,2701,14,110,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800002,32862359,LANGALIBALELE PRIMARY SCHOOL,2701,14,73,ACTIONSA,Ward
JHB,Ward 79800003,32860874,LESHATA SECONDARY SCHOOL,2580,14,410,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800003,32860874,LESHATA SECONDARY SCHOOL,2580,14,319,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800003,32860874,LESHATA SECONDARY SCHOOL,2580,14,109,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800003,32860874,LESHATA SECONDARY SCHOOL,2580,14,73,ACTIONSA,Ward
JHB,Ward 79800003,32860908,RADIPABI PRIMARY SCHOOL,2462,14,420,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800003,32860908,RADIPABI PRIMARY SCHOOL,2462,14,327,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800003,32860908,RADIPABI PRIMARY SCHOOL,2462,14,112,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800003,32860908,RADIPABI PRIMARY SCHOOL,2462,14,75,ACTIONSA,Ward
JHB,Ward 79800003,32860920,LAUS DEO PRIMARY SCHOOL,1409,7,216,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800003,32860920,LAUS DEO PRIMARY SCHOOL,1409,7,168,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800003,32860920,LAUS DEO PRIMARY SCHOOL,1409,7,58,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800003,32860920,LAUS DEO PRIMARY SCHOOL,1409,7,38,ACTIONSA,Ward
JHB,Ward 79800004,32860852,INTLONIPHO PRIMARY SCHOOL,3370,18,545,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800004,32860852,INTLONIPHO PRIMARY SCHOOL,3370,18,424,DEMOCRATIC ALLIANCE,Ward
